INSPECTION_ID,INSPECTION_NUMBER,INSPECTION_LOCATION_ID,INSPECTION_LOCATION_NAME,INSPECTION_LOCATION_STATE_CODE,CATEGORY,SUBCATEGORY,PATHWAY_ID,PATHWAY,ID,COUNTRY_OF_ORIGIN_ID,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE_ID,PROPAGATIVE_MATERIAL_TYPE,PRODUCER_ID,PRODUCER_NAME,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,SUBMITTED_DATETIME,REMARKS,CONFIDENCE_LEVEL,RISK_RATING,DETECTION_LEVEL,REQUIRED_NUMBER_OF_BOXES,PULL_NUMBERS,IS_CERTIFIED_OFFSHORE_GREENHOUSE,IS_ACTIVE,CREATED_BY_USER_ID,CREATED_BY_USER_FIRST_NAME,CREATED_BY_USER_MIDDLE_NAME,CREATED_BY_USER_LAST_NAME,CREATED_DATETIME,MODIFIED_BY_USER_ID,MODIFIED_BY_USER_FIRST_NAME,MODIFIED_BY_USER_MIDDLE_NAME,MODIFIED_BY_USER_LAST_NAME,MODIFIED_DATETIME,remarks2,pack_plant
17,17,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Rooted Plant (including grafted),,ORNAMENTALES SAPO VERDE Box 914-958,0,1006,,,,,,21,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,PALKI  S.A.,5,7922,,,,,,11,,,,,,,,,,,,,,,
17,17,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Plant,,"PLANTAS DE MI TIERRA, S.A.",2,2207,,,,,,22,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,CV PURNAMA MULTI ABADI,376,890218,,,,,,1,,,,,,,,,,,,,,,
17,17,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Budwood/Graftwood (scion),,VITRO PLUS CV,5,9997,,,,,,26,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,Not Selected,101,279190,,,,,,19,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Not Selected,33,8645,,,,,,21,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,Not Selected,300,7020,,,,,,24,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Anita Salazar Avila,0,1287,,,,,,23,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,El Salvador,,Rooted Plant (including grafted),,PATTIDA THONGMAA,0,11,,,,,,24,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Cutting,,RED FOX LAS MERCEDES S.A.,13,58048,,,,,,23,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,INNOVAPLANT DE COSTA RICA,122,371063,,,,,,5,,,,,,,,,,,,,,,
17,17,,Los Indios PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,Same as Shipper,56,626,,,,,,19,,,,,,,,,,,,,,,
17,17,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,Not Selected,0,3399,,,,,,25,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,KANJARIN  HIRANWORAWUTHIKUL,5,15520,,,,,,18,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,SAPO VERDE box 8001,26,4797,,,,,,17,,,,,,,,,,,,,,,
17,17,,Los Angeles PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,New Zealand,,Unrooted Cutting,,Miss Kanjana Kongvadsakulnnee,1,148,,,,,,3,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Plant,,Gerardo del Carmen More Arce,1,3936,,,,,,7,,,,,,,,,,,,,,,
17,17,,Los Angeles PIS,,,,,Land Border - Truck - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,QUELETZU S.A. 1-20,2,34,,,,,,10,,,,,,,,,,,,,,,
17,17,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Unrooted Cutting,,PRODUCTOS EL MAPACHE DE ALAJUELA,3,353,,,,,,7,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Zimbabwe,,Rooted Plant (including grafted),,Best Aquarium Thailand Co,1,34,,,,,,8,,,,,,,,,,,,,,,
17,17,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,PALMAS S DE R L,83,56240,,,,,,2,,,,,,,,,,,,,,,
18,18,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,SAPO VERDE 1001,1,3798,,,,,,5,,,,,,,,,,,,,,,
18,18,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Plant (including grafted),,TROPICA DEL ATLANTICO,13,4420,,,,,,5,,,,,,,,,,,,,,,
18,18,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Dominican Republic,,Unrooted Cutting,,Not Selected,5,27013,,,,,,27,,,,,,,,,,,,,,,
18,18,,Carolina PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Uganda,,Unrooted Cutting,,Same as Shipper,0,1626,,,,,,4,,,,,,,,,,,,,,,
18,18,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,POOSIN GARDENS CO,4,22,,,,,,21,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Unrooted Cutting,,FOLLAJES INTERNACIONALES SA 1-6,37,2042,,,,,,27,,,,,,,,,,,,,,,
18,18,,JFK PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Colombia,,Rooted Cutting (including air layer),,VITA FARMS BOXES 043-047,6,1317,,,,,,12,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,50,23623,,,,,,17,,,,,,,,,,,,,,,
18,18,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,Not Selected,9,9060,,,,,,1,,,,,,,,,,,,,,,
18,18,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,ORNAMENTALLES DE SAPO VERDE 001-030,35,82582,,,,,,18,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Plant,,Dalat Has Farm Agrivina,207,219659,,,,,,27,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Cerca del Paraiso 101-103,1,42810,,,,,,3,,,,,,,,,,,,,,,
18,18,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,"Root cutting, crown, or clump, Tuberous Root",,Vita Farms 7501,50,112,,,,,,25,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Rooted Plant (including grafted),,BEAUTY LINE GUATEMALA,3,5889,,,,,,28,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,NOVA CANE COSTA RICA S.A,2,28963,,,,,,17,,,,,,,,,,,,,,,
18,18,,Linden PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Germany,,Unrooted Cutting,,Tigra Verde S A,5,7393,,,,,,2,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Netherlands,,Unrooted Cutting,,Vita Farms 201,12,30754,,,,,,21,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Brazil,,Unrooted Plant,,INNOVAPLANT DE COSTA RICA,4,21091,,,,,,10,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,CV. KIRIM ANTAR BENUA,36,61696,,,,,,5,,,,,,,,,,,,,,,
18,18,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,"Growth Revolution Co., Ltd.",1,14100,,,,,,14,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Poland,,Rooted Plant (including grafted),,ORCHIS FLORICULTURING INC,1,39,,,,,,22,,,,,,,,,,,,,,,
18,18,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,KAPOK PLANTAS SA,17,6677,,,,,,5,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,CACTUSINTER CO LTD,4,11031,,,,,,5,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,"LONG PRIDE BIOTECHNOLOGY CO., LTD",55,2217,,,,,,25,,,,,,,,,,,,,,,
18,18,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,Same as Shipper,21,1602,,,,,,20,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,ZHANGZHOU RICH LINK TRADING CO  LTD,49,22072,,,,,,8,,,,,,,,,,,,,,,
19,19,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Rooted Cutting (including air layer),,"FOSHAN SANSHUI YOUNGPLANTS CO.,LTD",13,20917,,,,,,22,,,,,,,,,,,,,,,
19,19,,Guam PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,China,,"Bulb, Corm, Rhizome, Tuberous Stem",,DALAT HASFARM CO LTD,163,151,,,,,,25,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,VITRO PLUS B.V.,15,16637,,,,,,24,,,,,,,,,,,,,,,
19,19,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Plant,,Same as Shipper,0,5,,,,,,6,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,China,,Unrooted Cutting,,"SOLO VERDE/FOLLAJE VERDE LTD, REG#508",29,269,,,,,,8,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Cutting,,Vita Farms 1901,627,12663,,,,,,10,,,,,,,,,,,,,,,
19,19,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,El Salvador,,Unrooted Plant,,BEAUTY LINE GUATEMALA,62,46529,,,,,,7,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,PALKI  S.A.,6,106048,,,,,,8,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Wirote Makmoon,21,34098,,,,,,26,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,"Korea, South",,"Bulb, Corm, Rhizome, Tuberous Stem",,BEAUTY LINE GUATEMALA SA,0,1500,,,,,,16,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,El Salvador,,Unrooted Plant,,AGROMARIALINDA SA 1-15,405,244118,,,,,,19,,,,,,,,,,,,,,,
19,19,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Viet Nam,,Unrooted Cutting,,Cactus Inter Co. ,9,149946,,,,,,19,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Rooted Plant (including grafted),,LAS LIMAS S A,521,253167,,,,,,12,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,Ornamentales Sapo Verde Box 650,31,26783,,,,,,7,,,,,,,,,,,,,,,
19,19,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Unrooted Cutting,,LA FLORESTA ORNAMENTALES S.A.,25,2834,,,,,,24,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Plant,,ZION PLANTS SOCIEDAD ANONIMA,1,133,,,,,,22,,,,,,,,,,,,,,,
19,19,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Plant,,GEOAGRO DE COSTA RICA,2,2874,,,,,,21,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,BOTANIKA S.A.,0,17938,,,,,,23,,,,,,,,,,,,,,,
19,19,,Los Indios PIS,,,,,Airport - Aircraft - Cargo - PIS,,,South Africa,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,Same as Shipper,1,2,,,,,,28,,,,,,,,,,,,,,,
19,19,,Beltsville PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Borneo Aquatic,6,212072,,,,,,8,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Sri Lanka,,Unrooted Cutting,,M & M ,370,10022,,,,,,3,,,,,,,,,,,,,,,
19,19,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Dominican Republic,,Unrooted Cutting,,AGRO KOMPASS S.A.,814,44276,,,,,,7,,,,,,,,,,,,,,,
19,19,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,RED FOX LAS MERCEDES  SA DE CV,13,3213,,,,,,12,,,,,,,,,,,,,,,
19,19,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,Not Selected,34,7452,,,,,,16,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,"Bulb, Corm, Rhizome, Tuberous Stem",,EXPORTADORA LA BENDICION 1-19,36,307422,,,,,,3,,,,,,,,,,,,,,,
20,20,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,COOPEINDIA R.L. BOX 37-57 ,5,5952,,,,,,28,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Vita farms Box 3301-3302,29,4647,,,,,,15,,,,,,,,,,,,,,,
20,20,,Orlando PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,IVAGRO SA,6430,29265,,,,,,2,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Peru,,Unrooted Cutting,,AGRO MARIALINDA,8,89452,,,,,,4,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Ethiopia,,Unrooted Cutting,,Same as Shipper,1,37,,,,,,18,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,36,8102,,,,,,12,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,KANJARIN HIRANWORAWUTHIKUL,10,3452,,,,,,21,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Same as Shipper,29,2799,,,,,,26,,,,,,,,,,,,,,,
20,20,,Houston PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,"Follaje De Montana, S.A.",21,11632,,,,,,7,,,,,,,,,,,,,,,
20,20,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Plant,,SHU-LONG FLOWERS INDUSTRY CO. LTD.,0,7929,,,,,,6,,,,,,,,,,,,,,,
20,20,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Poland,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,Not Selected,103,182714,,,,,,26,,,,,,,,,,,,,,,
20,20,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,China,,Unrooted Cutting,,Same as Shipper,9,28864,,,,,,7,,,,,,,,,,,,,,,
20,20,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,TUCAN EXPORTERS,1,39,,,,,,13,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Sri Lanka,,Rooted Plant (including grafted),,NATTA 1565 LIMITED PARTNERSHIP,0,9,,,,,,10,,,,,,,,,,,,,,,
20,20,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Brazil,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,DARWIN COLOMBIA,1,5102,,,,,,7,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Uganda,,Unrooted Cutting,,COSTA FARM LLC,0,1204,,,,,,27,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Spain,,Rooted Plant (including grafted),,Peruanino S.C.R.L,13,24088,,,,,,23,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,TUCAN EXPORTERS,145,72205,,,,,,17,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,ZACATE ORNAMENTAL Y DECORATIVO,1,14,,,,,,28,,,,,,,,,,,,,,,
20,20,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Not Selected,187,324652,,,,,,21,,,,,,,,,,,,,,,
20,20,,Houston PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,AGROEXPORTS M&R,2,371,,,,,,28,,,,,,,,,,,,,,,
20,20,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Plant,,TUCAN EXPORTERS,0,12053,,,,,,14,,,,,,,,,,,,,,,
20,20,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,Ornamentales Sapo Verde Box 212-324,42,70317,,,,,,20,,,,,,,,,,,,,,,
20,20,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,Ornamentales Sapo Verde Box 001-031,3,4379,,,,,,11,,,,,,,,,,,,,,,
21,21,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Rooted Plant (including grafted),,MICRO PLANTS S.A,37,109228,,,,,,1,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,CACTUSINTER CO LTD,1,4829,,,,,,18,,,,,,,,,,,,,,,
21,21,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,INNOVAPLANT DE COSTA RICA 1-4,21,5423,,,,,,12,,,,,,,,,,,,,,,
21,21,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Brazil,,Unrooted Cutting,,Not Selected,12,5903,,,,,,9,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,El Salvador,,Rooted Plant (including grafted),,CV  GREEN TROPICAL,6,1695,,,,,,2,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,AGRIGENTUM SA,1,128,,,,,,24,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,MORAZAN,1,133,,,,,,6,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,"MEI CEI ORCHIDS CO.,LTD.",38,24071,,,,,,5,,,,,,,,,,,,,,,
21,21,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Tanzania,,Rooted Plant (including grafted),,PALKI,1,535,,,,,,20,,,,,,,,,,,,,,,
21,21,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Plant,,INNOVAPLANT DE COSTA RICA,0,6617,,,,,,6,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Turkey,,Rooted Plant (including grafted),,PACHARA ORCHIDS INTERTRADE CO.LTD.,1,97,,,,,,12,,,,,,,,,,,,,,,
21,21,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,"Root cutting, crown, or clump, Tuberous Root",,LUCHA ORNAMENTAL S.A.102-102,5,37,,,,,,1,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Unrooted Cutting,,SHENZHEN SHENLIYI TRADING CO,27,190,,,,,,17,,,,,,,,,,,,,,,
21,21,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Cutting (including air layer),,LAS LIMAS S A,2,5309,,,,,,20,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Plant,,LAS LIMAS,65,123237,,,,,,14,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,Insumos y Servicios Agricolas S.A.,0,34,,,,,,18,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Cutting,,INNOVA PLANT,2,144293,,,,,,28,,,,,,,,,,,,,,,
21,21,,Honolulu PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Cutting,,ZIMFLORA PVT LTD,55,406951,,,,,,2,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Plant,,La Realeza Ornamentales,0,1491,,,,,,5,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Costa Rica,,Rooted Plant (including grafted),,GEOAGRO DE COSTA RICA,573,17720,,,,,,28,,,,,,,,,,,,,,,
21,21,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,BC BROMELIAS DE COLOMBIA SAS SA,428,13739,,,,,,7,,,,,,,,,,,,,,,
21,21,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,KRESS CONSOLIDATION BUISNESS INVEST,23,1734,,,,,,6,,,,,,,,,,,,,,,
21,21,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,ANNIA FUENTES Box 101-103,8,19948,,,,,,12,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,INNOVAPLANT DE COSTA RICA,23,214353,,,,,,14,,,,,,,,,,,,,,,
21,21,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,TUCAN EXPORTERS,15,16248,,,,,,12,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,VIVERO ALISON TATIANA,29,37414,,,,,,28,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,INNOVAPLANT DE COSTA RICA,8,23769,,,,,,9,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,CERCA DEL PARAISO SA,0,249,,,,,,9,,,,,,,,,,,,,,,
22,22,,Linden PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Nicaragua,,Unrooted Cutting,,Not Selected,5,3444,,,,,,14,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,T ORCHIDS,32,77595,,,,,,1,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Zimbabwe,,Rooted Plant (including grafted),,BEAUTY LINE GUATEMALA,7,8135,,,,,,4,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,South Africa,,Rooted Plant (including grafted),,La Laguna Chichoj,24,26266,,,,,,7,,,,,,,,,,,,,,,
22,22,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Denmark,,Unrooted Cutting,,TUCAN EXPORTERS,51,410441,,,,,,27,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Zimbabwe,,Unrooted Cutting,,VITA  FARM Box 1501,0,200,,,,,,22,,,,,,,,,,,,,,,
22,22,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Rooted Cutting (including air layer),,LA FLORESTA ORNAMENTALES S A,408,45782,,,,,,21,,,,,,,,,,,,,,,
22,22,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,Not Selected,165,25344,,,,,,2,,,,,,,,,,,,,,,
