INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-7530,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),985,10359,Battlefield Farms
INS-5285,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",118,4638,GroLink Plant Co.
INS-8000,Miami PIS,Air,India,Budwood/Graftwood (scion),855,36513,Altman Plants
INS-3564,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),948,42301,Bailey Nurseries
INS-9183,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),342,30676,Operation
INS-2620,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),300,28618,Dallas Johnson Greenhouses
INS-8079,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,25889,"Matsui Nursery, Inc."
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-2293,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",971,63679,Alex R. Masson
INS-1884,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",603,26974,Milgro Nursery Inc.
INS-8572,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),97,7382,Rockwell Farms Inc.
INS-9310,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",393,30107,Maria Gardens Greenhouses Inc.
INS-9791,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,23893,Battlefield Farms
INS-3162,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",369,36219,Young's Nursery & Greenhouses
INS-6492,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),245,6706,Elzinga & Hoeksema Greenhouses
INS-2140,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",253,10963,Dallas Johnson Greenhouses
INS-1119,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",585,12252,Silver Terrace Nursery
INS-7575,Miami PIS,Train,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),12,883,Ocean Breeze International
INS-7572,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),404,29351,Sawyer Nursery
INS-2582,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",776,75120,O.F. Nelson & Sons Nursery Inc.
INS-1805,Miami PIS,Sea,India,Budwood/Graftwood (scion),891,50982,Four Star Greenhouses
INS-7484,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),41,1475,Altman Plants
INS-6677,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",743,38210,O.F. Nelson & Sons Nursery Inc.
INS-1013,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",960,55685,Van de Wetering Greenhouses Inc.
INS-1230,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),563,9246,Operation
INS-3737,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",376,12735,Green Valley Growers
INS-3102,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",7,348,Green Circle Growers
INS-6287,Miami PIS,Air,India,Budwood/Graftwood (scion),302,14741,Van de Wetering Greenhouses Inc.
INS-3449,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",854,37744,Color Star Growers
INS-1310,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),979,69004,Lucas Greenhouses
INS-7034,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),522,15687,El Modeno Gardens Inc.
INS-1816,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",183,15374,Wenke Greenhouses
INS-7302,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",871,27235,Dewar Nurseries
INS-4386,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",19,300,Sawyer Nursery
INS-1061,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",177,3219,Kerry's Bromeliads
INS-7108,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",204,7310,Aldershot of New Mexico Inc.
INS-6478,Miami PIS,Air,Japan,Budwood/Graftwood (scion),815,17257,Petitti Garden Center (Casa Verde)
INS-5914,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",870,26071,Timberline Nursery Inc.
INS-2119,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),590,38821,Dewar Nurseries
INS-2814,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",977,3975,Mid-American Growers
INS-2463,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),946,78283,Bob's Market & Greenhouses Inc.
INS-6058,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",620,2114,Paul Ecke Ranch
INS-1703,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),317,20382,DeLeon's Bromeliads
INS-4891,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",486,15505,Valley Flowers
INS-4189,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",791,38357,El Modeno Gardens Inc.
INS-1786,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),693,20096,"Farmers' West Flowers & Bouquets, Inc."
INS-8509,Miami PIS,Train,Japan,Budwood/Graftwood (scion),412,39122,Panzer Nursery
INS-3930,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",471,6545,Operation
INS-6127,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),443,7557,Alex R. Masson
INS-4982,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",945,47447,Paul Ecke Ranch
INS-4332,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,4380,Wenke Greenhouses
INS-5761,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),591,48447,"Bergen's Greenhouses, Inc."
INS-9179,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),436,34113,Bell Nursery
INS-4457,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),293,12514,Operation
INS-8707,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),940,24501,Kerry's Bromeliads
INS-8599,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",682,23185,Metrolina Greenhouses
INS-2239,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",231,16828,Woodburn Nursery & Azaleas
INS-5558,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",28,2483,Tagawa Greenhouses
INS-3277,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",112,1726,Kube-Pak
INS-4819,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),463,39809,Pacifica Flowers
INS-3562,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",959,37651,Maria Gardens Greenhouses Inc.
INS-6141,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",931,7455,Young's Nursery & Greenhouses
INS-1298,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2,148,Operation
INS-9128,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",119,5077,Timberline Nursery Inc.
INS-1856,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",72,212,Petitti Garden Center (Casa Verde)
INS-3233,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),571,39639,Maria Gardens Greenhouses Inc.
INS-8662,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",983,25021,Aldershot of New Mexico Inc.
INS-7772,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",674,37896,Maria Gardens Greenhouses Inc.
INS-5372,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",342,18748,Nurserymen's Exchange
INS-5273,Miami PIS,Train,Japan,Budwood/Graftwood (scion),811,3444,Gallup & Stribling Orchids Inc.
INS-3924,Miami PIS,Air,Japan,Budwood/Graftwood (scion),84,2496,Barcelo Enterprises
INS-6866,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",638,9823,Elzinga & Hoeksema Greenhouses
INS-6296,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",323,11735,The Sun Valley Group
INS-2652,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),823,67186,"B&H Flowers, Inc."
INS-9014,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",103,3101,Westland Floral Co.
INS-8047,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),654,58332,Bay City Flowers
INS-7611,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",419,2940,Panzer Nursery
INS-6155,Los Angeles PIS,Train,Japan,Budwood/Graftwood (scion),851,13775,Rocket Farms
INS-6833,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",419,32983,Burgett Geothermal Greenhouses
INS-6138,Los Angeles PIS,Sea,Japan,Budwood/Graftwood (scion),963,69935,Welby Gardens Co. Inc.
INS-4039,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",86,6259,Hiebert Greenhouse of South Dakota
INS-4685,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),205,17819,Sunshine Floral Inc.
INS-8831,Los Angeles PIS,Truck,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),39,1442,White's Nursery & Greenhouses Inc.
INS-3263,Los Angeles PIS,Air,India,Budwood/Graftwood (scion),998,24926,Kitayama Brothers
INS-1908,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),478,43247,"Stacy's Greenhouses, Inc."
INS-7048,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",711,17527,Dan Schantz Farm
INS-2382,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),55,5429,"Costa Farms, LLC"
INS-9611,Los Angeles PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",470,37472,Petitti Garden Center (Casa Verde)
INS-3556,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,24171,Woodburn Nursery & Azaleas
INS-9380,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),33,2684,"Stacy's Greenhouses, Inc."
INS-1410,Los Angeles PIS,Sea,New Zeland,Budwood/Graftwood (scion),335,20935,Green Circle Growers
INS-3570,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",827,12745,Ocean Breeze International
INS-1751,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",350,14813,"Matsui Nursery, Inc."
INS-9518,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",360,116,Gallup & Stribling Orchids Inc.
INS-7504,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",166,14485,Metrolina Greenhouses
INS-8926,Los Angeles PIS,Train,Netherlands,Budwood/Graftwood (scion),820,11732,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-7018,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",270,12829,Milgro Nursery Inc.
INS-7989,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",834,15866,"Stacy's Greenhouses, Inc."
INS-7722,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),649,2235,Green Circle Growers
INS-3880,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",96,1578,Tagawa Greenhouses
INS-4451,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),204,4932,Twixwood Nursery LLC
INS-9645,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",116,5318,Barcelo Enterprises
INS-3335,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),792,39390,Bob's Market & Greenhouses Inc.
INS-8148,Los Angeles PIS,Truck,India,"Root cutting, crown, or clump, Tuberous Root",271,3019,"Young's Plant Farm, Inc."
INS-9970,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),261,100,Colorama Wholesale Nursery
INS-4772,Los Angeles PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),242,16297,Colorama Wholesale Nursery
INS-5659,Los Angeles PIS,Train,Japan,Budwood/Graftwood (scion),551,37433,Dan Schantz Farm
INS-1145,Los Angeles PIS,Air,India,Budwood/Graftwood (scion),781,31662,Bob's Market & Greenhouses Inc.
INS-8690,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",703,60240,Paul Ecke Ranch
INS-7047,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",140,7913,Plant Marketing LLC
INS-8153,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),678,36779,DeLeon's Bromeliads
INS-4962,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",633,16155,Heartland Growers
INS-1430,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",333,4496,Paul Ecke Ranch
INS-9232,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",76,164,Maria Gardens Greenhouses Inc.
INS-7112,Los Angeles PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",523,31350,O.F. Nelson & Sons Nursery Inc.
INS-8550,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),437,11551,Alex R. Masson
INS-3250,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),677,27852,Kurt Weiss Greenhouses
INS-6733,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),397,7337,Battlefield Farms
INS-3858,Los Angeles PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",501,48820,California Pajarosa
INS-9163,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),829,75205,"Costa Farms, LLC"
INS-7693,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),500,30968,"B&H Flowers, Inc."
INS-3460,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,69868,Dewar Nurseries
INS-8425,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",276,1280,Valley Flowers
INS-4650,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),88,5431,Four Star Greenhouses
INS-6102,Los Angeles PIS,Train,New Zeland,"Root cutting, crown, or clump, Tuberous Root",578,34423,Nurserymen's Exchange
INS-7434,Los Angeles PIS,Air,Japan,Budwood/Graftwood (scion),99,5275,Dewar Nurseries
INS-4534,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),847,5545,Rockwell Farms Inc.
INS-9015,Los Angeles PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",388,1430,Delray Plants Inc.
INS-5333,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",501,40768,California Pajarosa
INS-5167,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",72,3384,California Pajarosa
INS-9863,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",27,301,Armstrong Growers
INS-8632,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),171,10117,El Modeno Gardens Inc.
INS-4681,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),771,57772,Alex R. Masson
INS-4012,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),247,20448,Sawyer Nursery
INS-5298,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),937,7640,Rocket Farms
INS-9067,Los Angeles PIS,Sea,New Zeland,Budwood/Graftwood (scion),835,76569,Ocean Breeze International
INS-4813,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",818,58189,Garden State Growers
INS-9491,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),137,11948,"Stacy's Greenhouses, Inc."
INS-2983,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),810,39582,Kube-Pak
INS-1585,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",888,86274,Armstrong Growers
INS-5741,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),908,70779,Sunshine Floral Inc.
INS-4273,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",270,8730,Kube-Pak
INS-1255,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),683,11499,Panzer Nursery
INS-7806,Los Angeles PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",308,13148,Twixwood Nursery LLC
INS-5147,Los Angeles PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",610,22980,Dramm & Echter Inc.
INS-1438,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",723,22467,Van Wingerden International Inc.
INS-3088,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),770,57772,GroLink Plant Co.
INS-7323,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),747,15592,Petitti Garden Center (Casa Verde)
INS-9804,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",952,17007,Twixwood Nursery LLC
INS-1976,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),295,25161,Dallas Johnson Greenhouses
INS-1599,Los Angeles PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",572,55490,"Young's Plant Farm, Inc."
INS-4062,Los Angeles PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",949,29869,Sunshine Floral Inc.
INS-4252,Los Angeles PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",500,3315,Four Star Greenhouses
INS-6210,Los Angeles PIS,Truck,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",933,61042,Hermann Engelmann Greenhouses
INS-4212,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),746,27850,Polk Nursery Company Inc.
INS-5590,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),495,34965,Rocket Farms
INS-3529,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),512,37980,Ocean Breeze International
INS-4456,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),596,7309,Milgro Nursery Inc.
INS-6526,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),513,41056,Plant Marketing LLC
INS-6813,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),774,31237,Lucas Greenhouses
INS-9538,Los Angeles PIS,Air,Netherlands,Budwood/Graftwood (scion),599,30988,Westland Floral Co.
INS-3586,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),52,1057,Gallup & Stribling Orchids Inc.
INS-2329,Los Angeles PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",468,14775,Panzer Nursery
INS-1155,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",431,6580,Paul Ecke Ranch
INS-5021,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),930,15439,El Modeno Gardens Inc.
INS-8142,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),672,19350,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-3868,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",964,79296,Mid-American Growers
INS-1581,Los Angeles PIS,Truck,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),875,13191,"B&H Flowers, Inc."
INS-1848,Los Angeles PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",243,20554,Sunshine Floral Inc.
INS-6156,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",98,4940,Van Wingerden International Inc.
INS-4873,Los Angeles PIS,Train,New Zeland,Budwood/Graftwood (scion),527,7158,Northwest Horticulture
INS-3065,Los Angeles PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",927,42385,Aris (formerly Yoder Brothers)
INS-3269,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",230,15077,Silver Terrace Nursery
INS-3075,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",239,23148,Harts Nursery
INS-6378,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),191,5827,GroLink Plant Co.
INS-8848,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",315,10507,Polk Nursery Company Inc.
INS-5649,Atlanta PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),600,2680,Van de Wetering Greenhouses Inc.
INS-7145,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",285,27499,'Nash Greenhouses
INS-4620,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),560,11456,Blue Ridge Growers
INS-8236,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",301,4530,Kerry's Bromeliads
INS-7546,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",403,33738,Polk Nursery Company Inc.
INS-2934,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),928,90985,GroLink Plant Co.
INS-8926,Atlanta PIS,Air,India,Budwood/Graftwood (scion),210,18237,"Olive Hill Greenhouses, Inc."
INS-9555,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",479,32905,Maria Gardens Greenhouses Inc.
INS-1234,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",616,48599,Color Star Growers
INS-6910,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),106,2125,Operation
INS-4739,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),718,46214,Rocket Farms
INS-2103,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",445,26548,Westland Floral Co.
INS-2790,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",344,33883,Welby Gardens Co. Inc.
INS-8681,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),960,37792,Hermann Engelmann Greenhouses
INS-8890,Atlanta PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",96,9568,Ocean Breeze International
INS-4117,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,14671,Operation
INS-2441,Atlanta PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",453,17498,Kent's Bromeliads Nursery Inc.
INS-9228,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),474,12428,Plant Marketing LLC
INS-3225,Atlanta PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),704,34571,GroLink Plant Co.
INS-1821,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),175,14303,'Nash Greenhouses
INS-8232,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",898,34602,Welby Gardens Co. Inc.
INS-2474,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),714,15475,Gallup & Stribling Orchids Inc.
INS-5540,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),215,19631,Van de Wetering Greenhouses Inc.
INS-4788,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",416,9619,Dan Schantz Farm
INS-7522,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",523,44687,Color Star Growers
INS-8841,Atlanta PIS,Air,India,Budwood/Graftwood (scion),77,6685,Lucas Greenhouses
INS-9037,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",470,15175,Bell Nursery
INS-1183,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),196,12962,DeLeon's Bromeliads
INS-9582,Atlanta PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",317,19770,"Farmers' West Flowers & Bouquets, Inc."
INS-3607,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",311,30612,Van de Wetering Greenhouses Inc.
INS-9003,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),893,67310,Pacifica Flowers
INS-8197,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),760,68572,Colorama Wholesale Nursery
INS-9257,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),32,1327,The Sun Valley Group
INS-2582,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",577,31405,Bob's Market & Greenhouses Inc.
INS-7698,Atlanta PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),675,66728,Sunshine Floral Inc.
INS-1677,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",83,650,Tagawa Greenhouses
INS-9698,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",17,1281,Welby Gardens Co. Inc.
INS-1623,Atlanta PIS,Air,India,Budwood/Graftwood (scion),366,1511,Four Star Greenhouses
INS-7207,Atlanta PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",911,23763,Aldershot of New Mexico Inc.
INS-9626,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),354,13979,DeLeon's Bromeliads
INS-7203,Atlanta PIS,Air,India,Budwood/Graftwood (scion),744,9637,Plant Marketing LLC
INS-4559,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),859,23507,Kerry's Bromeliads
