INSPECTION_ID,COUNTRY_OF_ORIGIN_NAME,IMPORTER_NAME,PRODUCER_NAME,PROPAGATIVE_MATERIAL_TYPE,QUANTITY,BROKER_NAME,INSPECTION_LOCATION_NAME,PATHWAY,INSPECTION_NUMBER,action,RISK_UNIT,TOTAL_SAMPLING_UNITS_FOR_RISK_UNIT,SAMPLING_UNITS_FOR_INSPECTION_UNIT,REQUIRED_NUMBER_OF_BOXES
24,Colombia,FAKE IMPORTER 28,Bob Costa Ranch LLC,Unrooted Cutting,79740,FAKE BROKER 37,PIS 1,Pathway 1,INS_27,0,24_1,50,50,8
24,Colombia,FAKE IMPORTER 11,Bob Costa Ranch LLC,Unrooted Cutting,79740,FAKE BROKER 40,PIS 1,Pathway 1,INS_27,0,24_1,50,50,8
24,Colombia,FAKE IMPORTER 4,Bob Costa Ranch LLC,Unrooted Cutting,79740,FAKE BROKER 9,PIS 1,Pathway 1,INS_27,0,24_1,50,50,8
24,Colombia,FAKE IMPORTER 16,Bob Costa Ranch LLC,Unrooted Cutting,79740,FAKE BROKER 37,PIS 1,Pathway 1,INS_27,0,24_1,50,50,8
24,Colombia,FAKE IMPORTER 42,Bob Costa Ranch LLC,Unrooted Cutting,79740,FAKE BROKER 2,PIS 1,Pathway 1,INS_27,0,24_1,50,50,8
25,Indonesia,FAKE IMPORTER 13,Unknown,Rooted Plant (including grafted),1300,FAKE BROKER 21,PIS 1,Pathway 1,INS_271,0,25_1,57,29,8
25,Indonesia,FAKE IMPORTER 40,Unknown,Rooted Plant (including grafted),18600,FAKE BROKER 37,PIS 1,Pathway 1,INS_271,0,25_1,57,1,8
26,Colombia,FAKE IMPORTER 39,Unknown,Rooted Plant (including grafted),600,FAKE BROKER 15,PIS 1,Pathway 1,INS_28,0,26_1,1,1,1
27,Ecuador,FAKE IMPORTER 30,MONGOLIAN BEEF SA,Unrooted Cutting,4000,FAKE BROKER 42,PIS 1,Pathway 1,INS_287,0,27_1,120,72,17
28,Venezuela,FAKE IMPORTER 38,Unknown,Unrooted Cutting,644,FAKE BROKER 25,PIS 2,Pathway 1,INS_287,0,28_1,8,1,2
28,Venezuela,FAKE IMPORTER 49,Unknown,Unrooted Cutting,350,FAKE BROKER 17,PIS 2,Pathway 1,INS_287,0,28_1,8,1,2
29,Jamaica,FAKE IMPORTER 15,IN VITRO VITALITY 2-45,Rooted Plant (including grafted),2688,FAKE BROKER 5,PIS 1,Pathway 1,INS_297,0,29_1,84,1,2
30,Bhutan,FAKE IMPORTER 46,El Generico,Unrooted Cutting,6,FAKE BROKER 1,PIS 1,Pathway 1,INS_299,0,30_1,78,2,8
30,Bhutan,FAKE IMPORTER 34,El Generico,Unrooted Cutting,3,FAKE BROKER 10,PIS 1,Pathway 1,INS_299,0,30_1,78,2,8
31,Lithuania,FAKE IMPORTER 2,Contraband Smuggling Shipping Company,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1200,FAKE BROKER 4,PIS 6,Pathway 2,INS_30,0,31_1,22,1,10
31,Lithuania,FAKE IMPORTER 46,Contraband Smuggling Shipping Company,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2100,FAKE BROKER 44,PIS 6,Pathway 2,INS_30,0,31_1,22,4,10
32,Peru,FAKE IMPORTER 7,Unknown,Rooted Plant (including grafted),2400,FAKE BROKER 26,PIS 5,Pathway 1,INS_31,0,32_1,1,1,1
32,Peru,FAKE IMPORTER 34,Unknown,Rooted Plant (including grafted),2400,FAKE BROKER 1,PIS 5,Pathway 1,INS_31,0,32_1,1,1,1
32,Peru,FAKE IMPORTER 22,Unknown,Rooted Plant (including grafted),2400,FAKE BROKER 16,PIS 5,Pathway 1,INS_31,0,32_1,1,1,1
32,Peru,FAKE IMPORTER 22,Unknown,Rooted Plant (including grafted),100,FAKE BROKER 29,PIS 5,Pathway 1,INS_31,0,32_1,1,1,1
33,Malaysia,FAKE IMPORTER 25,VIVIANS INTERNATIONAL MAN,Rooted Plant (including grafted),37500,FAKE BROKER 22,PIS 7,Pathway 3,INS_313,0,33_1,369,25,8
33,Malaysia,FAKE IMPORTER 38,VIVIANS INTERNATIONAL MAN,Rooted Plant (including grafted),2500,FAKE BROKER 9,PIS 7,Pathway 3,INS_313,0,33_1,369,10,8
33,Malaysia,FAKE IMPORTER 42,VIVIANS INTERNATIONAL MAN,Rooted Plant (including grafted),37500,FAKE BROKER 45,PIS 7,Pathway 3,INS_313,0,33_1,369,2,8
34,Vietnam,FAKE IMPORTER 45,Greg,Unrooted Cutting,216,FAKE BROKER 39,PIS 1,Pathway 1,INS_314,0,34_1,1,1,1
35,Peru,FAKE IMPORTER 16,Flower Power Sixty,Unrooted Plant,200,FAKE BROKER 48,PIS 1,Pathway 1,INS_315,0,35_1,3,3,3
36,St Kitts and Nevis,FAKE IMPORTER 3,Unknown,Rooted Plant (including grafted),4200,FAKE BROKER 28,PIS 1,Pathway 1,INS_316,0,36_1,240,1,13
37,Zimbabwe,FAKE IMPORTER 7,Unknown,Unrooted Cutting,2785,FAKE BROKER 15,PIS 1,Pathway 1,INS_319,0,37_1,51,46,12
37,Zimbabwe,FAKE IMPORTER 22,Unknown,Unrooted Cutting,2785,FAKE BROKER 40,PIS 1,Pathway 1,INS_319,0,37_1,51,5,12
37,Zimbabwe,FAKE IMPORTER 47,Unknown,Unrooted Cutting,2785,FAKE BROKER 51,PIS 1,Pathway 1,INS_319,0,37_1,51,46,12
37,Zimbabwe,FAKE IMPORTER 46,Unknown,Unrooted Cutting,325,FAKE BROKER 2,PIS 1,Pathway 1,INS_319,0,37_1,51,5,12
37,Zimbabwe,FAKE IMPORTER 3,Unknown,Unrooted Cutting,2785,FAKE BROKER 49,PIS 1,Pathway 1,INS_319,0,37_1,51,46,12
38,Vietnam,FAKE IMPORTER 35,TAMBOURINE PLANTS,Rooted Plant (including grafted),300,FAKE BROKER 31,PIS 1,Pathway 1,INS_33,0,38_1,2,2,2
38,Vietnam,FAKE IMPORTER 19,TAMBOURINE PLANTS,Rooted Plant (including grafted),300,FAKE BROKER 16,PIS 1,Pathway 1,INS_33,0,38_1,2,2,2
39,Vietnam,FAKE IMPORTER 35,Unknown,Rooted Plant (including grafted),520,FAKE BROKER 8,PIS 2,Pathway 1,INS_334,0,39_1,37,1,14
40,Colombia,FAKE IMPORTER 31,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 7,PIS 1,Pathway 1,INS_351,0,40_1,4,1,4
41,Nicaragua,FAKE IMPORTER 32,Inverted Services,Unrooted Cutting,11005,FAKE BROKER 29,PIS 1,Pathway 2,INS_357,0,41_1,18,15,11
42,United Arab Emirates,FAKE IMPORTER 16,Portillos Hot Dogs,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1,FAKE BROKER 26,PIS 1,Pathway 1,INS_37,0,42_1,11,1,6
43,Bhutan,FAKE IMPORTER 49,Joes Bar and Grill,Unrooted Cutting,17700,FAKE BROKER 49,PIS 1,Pathway 1,INS_372,0,43_1,22,9,7
43,Bhutan,FAKE IMPORTER 3,Joes Bar and Grill,Unrooted Cutting,2800,FAKE BROKER 22,PIS 1,Pathway 1,INS_372,0,43_1,22,11,7
44,Vietnam,FAKE IMPORTER 43,Unknown,Unrooted Plant,12600,FAKE BROKER 10,PIS 1,Pathway 1,INS_373,0,44_1,68,1,8
44,Vietnam,FAKE IMPORTER 24,Unknown,Unrooted Plant,300,FAKE BROKER 9,PIS 1,Pathway 1,INS_373,0,44_1,68,3,8
44,Vietnam,FAKE IMPORTER 23,Unknown,Unrooted Plant,700,FAKE BROKER 11,PIS 1,Pathway 1,INS_373,0,44_1,68,2,8
44,Vietnam,FAKE IMPORTER 1,Unknown,Unrooted Plant,400,FAKE BROKER 31,PIS 1,Pathway 1,INS_373,0,44_1,68,1,8
44,Vietnam,FAKE IMPORTER 37,Unknown,Unrooted Plant,100,FAKE BROKER 22,PIS 1,Pathway 1,INS_373,0,44_1,68,1,8
44,Vietnam,FAKE IMPORTER 27,Unknown,Unrooted Plant,100,FAKE BROKER 3,PIS 1,Pathway 1,INS_373,0,44_1,68,3,8
44,Vietnam,FAKE IMPORTER 44,Unknown,Unrooted Plant,100,FAKE BROKER 26,PIS 1,Pathway 1,INS_373,0,44_1,68,1,8
45,Ecuador,FAKE IMPORTER 2,Unknown,Unrooted Cutting,600,FAKE BROKER 28,PIS 1,Pathway 1,INS_375,0,45_1,93,1,8
46,Peru,FAKE IMPORTER 40,Unknown,Unrooted Cutting,6000,FAKE BROKER 5,PIS 1,Pathway 1,INS_387,0,46_1,107,1,13
47,Vietnam,FAKE IMPORTER 29,Unknown,Rooted Plant (including grafted),55,FAKE BROKER 51,PIS 1,Pathway 1,INS_387,0,47_1,67,1,8
48,St Kitts and Nevis,FAKE IMPORTER 5,Sunnyside UP CO LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),5000,FAKE BROKER 49,PIS 1,Pathway 1,INS_40,0,48_1,13,2,2
48,St Kitts and Nevis,FAKE IMPORTER 51,Sunnyside UP CO LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),15500,FAKE BROKER 8,PIS 1,Pathway 1,INS_40,0,48_1,13,4,2
48,St Kitts and Nevis,FAKE IMPORTER 2,Sunnyside UP CO LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),15500,FAKE BROKER 31,PIS 1,Pathway 1,INS_40,0,48_1,13,2,2
49,Nicaragua,FAKE IMPORTER 48,PT Cruiser ,Rooted Plant (including grafted),39255,FAKE BROKER 17,PIS 2,Pathway 1,INS_410,1,49_1,56,56,22
49,Nicaragua,FAKE IMPORTER 11,PT Cruiser ,Rooted Plant (including grafted),39255,FAKE BROKER 33,PIS 2,Pathway 1,INS_410,1,49_1,56,56,22
50,Malaysia,FAKE IMPORTER 13,Unknown,Rooted Plant (including grafted),9000,FAKE BROKER 46,PIS 3,Pathway 1,INS_423,0,50_1,127,1,8
50,Malaysia,FAKE IMPORTER 50,Unknown,Rooted Plant (including grafted),1400,FAKE BROKER 39,PIS 3,Pathway 1,INS_423,0,50_1,127,1,8
50,Malaysia,FAKE IMPORTER 18,Unknown,Rooted Plant (including grafted),5900,FAKE BROKER 30,PIS 3,Pathway 1,INS_423,0,50_1,127,4,8
50,Malaysia,FAKE IMPORTER 39,Unknown,Rooted Plant (including grafted),5900,FAKE BROKER 50,PIS 3,Pathway 1,INS_423,0,50_1,127,13,8
50,Malaysia,FAKE IMPORTER 37,Unknown,Rooted Plant (including grafted),65200,FAKE BROKER 51,PIS 3,Pathway 1,INS_423,0,50_1,127,13,8
50,Malaysia,FAKE IMPORTER 11,Unknown,Rooted Plant (including grafted),42500,FAKE BROKER 33,PIS 3,Pathway 1,INS_423,0,50_1,127,1,8
50,Malaysia,FAKE IMPORTER 42,Unknown,Rooted Plant (including grafted),3500,FAKE BROKER 40,PIS 3,Pathway 1,INS_423,0,50_1,127,18,8
50,Malaysia,FAKE IMPORTER 18,Unknown,Rooted Plant (including grafted),51700,FAKE BROKER 46,PIS 3,Pathway 1,INS_423,0,50_1,127,4,8
50,Malaysia,FAKE IMPORTER 10,Unknown,Rooted Plant (including grafted),4400,FAKE BROKER 50,PIS 3,Pathway 1,INS_423,0,50_1,127,13,8
50,Malaysia,FAKE IMPORTER 9,Unknown,Rooted Plant (including grafted),9000,FAKE BROKER 13,PIS 3,Pathway 1,INS_423,0,50_1,127,29,8
50,Malaysia,FAKE IMPORTER 38,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 17,PIS 3,Pathway 1,INS_423,0,50_1,127,8,8
50,Malaysia,FAKE IMPORTER 19,Unknown,Rooted Plant (including grafted),3400,FAKE BROKER 51,PIS 3,Pathway 1,INS_423,0,50_1,127,10,8
50,Malaysia,FAKE IMPORTER 21,Unknown,Rooted Plant (including grafted),200,FAKE BROKER 5,PIS 3,Pathway 1,INS_423,0,50_1,127,18,8
50,Malaysia,FAKE IMPORTER 33,Unknown,Rooted Plant (including grafted),20400,FAKE BROKER 2,PIS 3,Pathway 1,INS_423,0,50_1,127,1,8
50,Malaysia,FAKE IMPORTER 39,Unknown,Rooted Plant (including grafted),9000,FAKE BROKER 9,PIS 3,Pathway 1,INS_423,0,50_1,127,13,8
50,Malaysia,FAKE IMPORTER 42,Unknown,Rooted Plant (including grafted),2500,FAKE BROKER 46,PIS 3,Pathway 1,INS_423,0,50_1,127,13,8
50,Malaysia,FAKE IMPORTER 8,Unknown,Rooted Plant (including grafted),2500,FAKE BROKER 43,PIS 3,Pathway 1,INS_423,0,50_1,127,18,8
50,Malaysia,FAKE IMPORTER 22,Unknown,Rooted Plant (including grafted),9000,FAKE BROKER 8,PIS 3,Pathway 1,INS_423,0,50_1,127,10,8
50,Malaysia,FAKE IMPORTER 42,Unknown,Rooted Plant (including grafted),2500,FAKE BROKER 20,PIS 3,Pathway 1,INS_423,0,50_1,127,1,8
50,Malaysia,FAKE IMPORTER 10,Unknown,Rooted Plant (including grafted),100,FAKE BROKER 10,PIS 3,Pathway 1,INS_423,0,50_1,127,2,8
50,Malaysia,FAKE IMPORTER 4,Unknown,Rooted Plant (including grafted),21200,FAKE BROKER 19,PIS 3,Pathway 1,INS_423,0,50_1,127,2,8
50,Malaysia,FAKE IMPORTER 14,Unknown,Rooted Plant (including grafted),146600,FAKE BROKER 16,PIS 3,Pathway 1,INS_423,0,50_1,127,13,8
50,Malaysia,FAKE IMPORTER 42,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 4,PIS 3,Pathway 1,INS_423,0,50_1,127,2,8
51,Colombia,FAKE IMPORTER 29,The Life Aquatic CO,Unrooted Cutting,3400,FAKE BROKER 47,PIS 2,Pathway 1,INS_43,0,51_1,43,2,15
51,Colombia,FAKE IMPORTER 17,The Life Aquatic CO,Unrooted Cutting,3400,FAKE BROKER 34,PIS 2,Pathway 1,INS_43,0,51_1,43,1,15
51,Colombia,FAKE IMPORTER 13,The Life Aquatic CO,Unrooted Cutting,1000,FAKE BROKER 32,PIS 2,Pathway 1,INS_43,0,51_1,43,1,15
51,Colombia,FAKE IMPORTER 31,The Life Aquatic CO,Unrooted Cutting,2500,FAKE BROKER 1,PIS 2,Pathway 1,INS_43,0,51_1,43,1,15
51,Colombia,FAKE IMPORTER 40,The Life Aquatic CO,Unrooted Cutting,700,FAKE BROKER 42,PIS 2,Pathway 1,INS_43,0,51_1,43,1,15
51,Colombia,FAKE IMPORTER 19,The Life Aquatic CO,Unrooted Cutting,1500,FAKE BROKER 35,PIS 2,Pathway 1,INS_43,0,51_1,43,3,15
51,Colombia,FAKE IMPORTER 48,The Life Aquatic CO,Unrooted Cutting,2500,FAKE BROKER 33,PIS 2,Pathway 1,INS_43,0,51_1,43,4,15
51,Colombia,FAKE IMPORTER 42,The Life Aquatic CO,Unrooted Cutting,3400,FAKE BROKER 20,PIS 2,Pathway 1,INS_43,0,51_1,43,1,15
51,Colombia,FAKE IMPORTER 41,The Life Aquatic CO,Unrooted Cutting,1000,FAKE BROKER 30,PIS 2,Pathway 1,INS_43,0,51_1,43,2,15
51,Colombia,FAKE IMPORTER 7,The Life Aquatic CO,Unrooted Cutting,600,FAKE BROKER 26,PIS 2,Pathway 1,INS_43,0,51_1,43,1,15
51,Colombia,FAKE IMPORTER 47,The Life Aquatic CO,Unrooted Cutting,300,FAKE BROKER 43,PIS 2,Pathway 1,INS_43,0,51_1,43,4,15
51,Colombia,FAKE IMPORTER 43,The Life Aquatic CO,Unrooted Cutting,3600,FAKE BROKER 28,PIS 2,Pathway 1,INS_43,0,51_1,43,2,15
51,Colombia,FAKE IMPORTER 31,The Life Aquatic CO,Unrooted Cutting,3600,FAKE BROKER 30,PIS 2,Pathway 1,INS_43,0,51_1,43,3,15
51,Colombia,FAKE IMPORTER 44,The Life Aquatic CO,Unrooted Cutting,1000,FAKE BROKER 32,PIS 2,Pathway 1,INS_43,0,51_1,43,1,15
52,Ecuador,FAKE IMPORTER 3,Unknown,Unrooted Cutting,2600,FAKE BROKER 30,PIS 1,Pathway 1,INS_43,0,52_1,138,3,8
52,Ecuador,FAKE IMPORTER 51,Unknown,Unrooted Cutting,400,FAKE BROKER 12,PIS 1,Pathway 1,INS_43,0,52_1,138,18,8
52,Ecuador,FAKE IMPORTER 10,Unknown,Unrooted Cutting,1900,FAKE BROKER 41,PIS 1,Pathway 1,INS_43,0,52_1,138,3,8
52,Ecuador,FAKE IMPORTER 22,Unknown,Unrooted Cutting,3050,FAKE BROKER 24,PIS 1,Pathway 1,INS_43,0,52_1,138,18,8
52,Ecuador,FAKE IMPORTER 40,Unknown,Unrooted Cutting,3050,FAKE BROKER 31,PIS 1,Pathway 1,INS_43,0,52_1,138,6,8
52,Ecuador,FAKE IMPORTER 8,Unknown,Unrooted Cutting,10950,FAKE BROKER 1,PIS 1,Pathway 1,INS_43,0,52_1,138,13,8
52,Ecuador,FAKE IMPORTER 5,Unknown,Unrooted Cutting,3400,FAKE BROKER 3,PIS 1,Pathway 1,INS_43,0,52_1,138,13,8
52,Ecuador,FAKE IMPORTER 11,Unknown,Unrooted Cutting,800,FAKE BROKER 33,PIS 1,Pathway 1,INS_43,0,52_1,138,1,8
53,Vietnam,FAKE IMPORTER 28,Unknown,Rooted Plant (including grafted),700,FAKE BROKER 40,PIS 1,Pathway 1,INS_437,0,53_1,34,2,7
54,Ecuador,FAKE IMPORTER 23,Unknown,Unrooted Cutting,9000,FAKE BROKER 18,PIS 1,Pathway 1,INS_448,0,54_1,29,1,11
55,Vietnam,FAKE IMPORTER 9,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 49,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 16,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 7,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 18,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 40,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 17,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 23,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 48,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 44,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 33,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 38,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 38,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 1,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 42,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 5,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 14,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 40,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 8,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 26,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
55,Vietnam,FAKE IMPORTER 27,Unknown,Rooted Plant (including grafted),1000,FAKE BROKER 7,PIS 1,Pathway 1,INS_458,0,55_1,1,1,1
56,Congo,FAKE IMPORTER 6,Unknown,Unrooted Cutting,91350,FAKE BROKER 36,PIS 1,Pathway 1,INS_461,0,56_1,59,59,8
56,Congo,FAKE IMPORTER 19,Unknown,Unrooted Cutting,91350,FAKE BROKER 23,PIS 1,Pathway 1,INS_461,0,56_1,59,59,8
57,Thailand,FAKE IMPORTER 6,Unknown,Unrooted Cutting,100,FAKE BROKER 5,PIS 1,Pathway 1,INS_481,0,57_1,85,5,8
58,Jamaica,FAKE IMPORTER 24,FRIES ELECTRONICS,Unrooted Cutting,74700,FAKE BROKER 22,PIS 1,Pathway 1,INS_496,0,58_1,147,3,8
58,Jamaica,FAKE IMPORTER 8,FRIES ELECTRONICS,Unrooted Cutting,6200,FAKE BROKER 14,PIS 1,Pathway 1,INS_496,0,58_1,147,2,8
58,Jamaica,FAKE IMPORTER 14,FRIES ELECTRONICS,Unrooted Cutting,15700,FAKE BROKER 21,PIS 1,Pathway 1,INS_496,0,58_1,147,1,8
59,Jamaica,FAKE IMPORTER 1,Unknown,Rooted Plant (including grafted),1200,FAKE BROKER 28,PIS 3,Pathway 1,INS_503,0,59_1,182,3,8
59,Jamaica,FAKE IMPORTER 11,Unknown,Rooted Plant (including grafted),6600,FAKE BROKER 25,PIS 3,Pathway 1,INS_503,0,59_1,182,3,8
59,Jamaica,FAKE IMPORTER 20,Unknown,Rooted Plant (including grafted),9000,FAKE BROKER 26,PIS 3,Pathway 1,INS_503,0,59_1,182,2,8
60,Ecuador,FAKE IMPORTER 16,Unknown,Unrooted Cutting,230,FAKE BROKER 11,PIS 2,Pathway 1,INS_506,0,60_1,74,1,16
61,Colombia,FAKE IMPORTER 39,Unknown,Unrooted Cutting,7500,FAKE BROKER 15,PIS 1,Pathway 1,INS_51,0,61_1,15,7,9
62,Vietnam,FAKE IMPORTER 22,Billy Holiday TLD,Rooted Plant (including grafted),80,FAKE BROKER 4,PIS 2,Pathway 1,INS_511,0,62_1,44,8,15
62,Vietnam,FAKE IMPORTER 17,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),12672,FAKE BROKER 36,PIS 2,Pathway 1,INS_511,0,62_1,44,2,15
62,Vietnam,FAKE IMPORTER 11,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 38,PIS 2,Pathway 1,INS_511,0,62_1,44,11,15
62,Vietnam,FAKE IMPORTER 27,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 12,PIS 2,Pathway 1,INS_511,0,62_1,44,2,15
62,Vietnam,FAKE IMPORTER 10,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 18,PIS 2,Pathway 1,INS_511,0,62_1,44,11,15
62,Vietnam,FAKE IMPORTER 31,Billy Holiday TLD,Rooted Plant (including grafted),80,FAKE BROKER 34,PIS 2,Pathway 1,INS_511,0,62_1,44,2,15
62,Vietnam,FAKE IMPORTER 42,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),17981,FAKE BROKER 30,PIS 2,Pathway 1,INS_511,0,62_1,44,8,15
62,Vietnam,FAKE IMPORTER 40,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),4200,FAKE BROKER 32,PIS 2,Pathway 1,INS_511,0,62_1,44,3,15
62,Vietnam,FAKE IMPORTER 36,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 51,PIS 2,Pathway 1,INS_511,0,62_1,44,2,15
62,Vietnam,FAKE IMPORTER 5,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 8,PIS 2,Pathway 1,INS_511,0,62_1,44,8,15
62,Vietnam,FAKE IMPORTER 16,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 22,PIS 2,Pathway 1,INS_511,0,62_1,44,11,15
62,Vietnam,FAKE IMPORTER 31,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 41,PIS 2,Pathway 1,INS_511,0,62_1,44,11,15
62,Vietnam,FAKE IMPORTER 24,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),400,FAKE BROKER 7,PIS 2,Pathway 1,INS_511,0,62_1,44,3,15
62,Vietnam,FAKE IMPORTER 45,LIFE AQUATIC CO.LTD.,Rooted Plant (including grafted),80,FAKE BROKER 22,PIS 2,Pathway 1,INS_511,0,62_1,44,8,15
63,Colombia,FAKE IMPORTER 26,Unknown,Unrooted Cutting,600,FAKE BROKER 50,PIS 1,Pathway 1,INS_512,0,63_1,54,1,12
64,Ecuador,FAKE IMPORTER 6,PT Cruiser ,Unrooted Cutting,4100,FAKE BROKER 48,PIS 2,Pathway 1,INS_539,0,64_1,4,2,4
65,Jamaica,FAKE IMPORTER 30,El Generico,Unrooted Cutting,1,FAKE BROKER 21,PIS 1,Pathway 1,INS_548,0,65_1,33,1,14
65,Jamaica,FAKE IMPORTER 32,El Generico,Unrooted Cutting,1,FAKE BROKER 21,PIS 1,Pathway 1,INS_548,0,65_1,33,1,14
65,Jamaica,FAKE IMPORTER 10,El Generico,Unrooted Cutting,18,FAKE BROKER 35,PIS 1,Pathway 1,INS_548,0,65_1,33,1,14
65,Jamaica,FAKE IMPORTER 12,El Generico,Unrooted Cutting,10,FAKE BROKER 43,PIS 1,Pathway 1,INS_548,0,65_1,33,1,14
66,Congo,FAKE IMPORTER 15,Unknown,Rooted Plant (including grafted),23700,FAKE BROKER 38,PIS 1,Pathway 1,INS_553,0,66_1,100,1,8
67,St Kitts and Nevis,FAKE IMPORTER 7,Plant Inventions Ecuadora,Rooted Plant (including grafted),1000,FAKE BROKER 31,PIS 1,Pathway 1,INS_563,0,67_1,30,1,11
68,Colombia,FAKE IMPORTER 31,Unknown,Unrooted Cutting,700,FAKE BROKER 6,PIS 1,Pathway 1,INS_585,0,68_1,17,2,9
69,Belgium,FAKE IMPORTER 49,LLAMA CAFE SA,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1200,FAKE BROKER 48,PIS 1,Pathway 1,INS_60,0,69_1,11,7,9
69,Belgium,FAKE IMPORTER 23,LLAMA CAFE SA,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1200,FAKE BROKER 30,PIS 1,Pathway 1,INS_60,0,69_1,11,1,9
69,Belgium,FAKE IMPORTER 21,LLAMA CAFE SA,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1200,FAKE BROKER 38,PIS 1,Pathway 1,INS_60,0,69_1,11,1,9
69,Belgium,FAKE IMPORTER 5,LLAMA CAFE SA,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),20300,FAKE BROKER 9,PIS 1,Pathway 1,INS_60,0,69_1,11,1,9
70,Colombia,FAKE IMPORTER 3,Unknown,Unrooted Cutting,200,FAKE BROKER 39,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 35,Unknown,Unrooted Cutting,400,FAKE BROKER 35,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 7,Unknown,Unrooted Cutting,200,FAKE BROKER 33,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 40,Unknown,Unrooted Cutting,200,FAKE BROKER 32,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 3,Unknown,Unrooted Cutting,200,FAKE BROKER 35,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 48,Unknown,Unrooted Cutting,3200,FAKE BROKER 8,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 20,Unknown,Unrooted Cutting,200,FAKE BROKER 35,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 19,Unknown,Unrooted Cutting,500,FAKE BROKER 12,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 49,Unknown,Unrooted Cutting,400,FAKE BROKER 47,PIS 3,Pathway 1,INS_628,0,70_1,21,2,7
70,Colombia,FAKE IMPORTER 28,Unknown,Unrooted Cutting,1600,FAKE BROKER 18,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
70,Colombia,FAKE IMPORTER 25,Unknown,Unrooted Cutting,200,FAKE BROKER 4,PIS 3,Pathway 1,INS_628,0,70_1,21,1,7
