INSPECTION_ID,INSPECTION_NUMBER,INSPECTION_LOCATION_ID,INSPECTION_LOCATION_NAME,INSPECTION_LOCATION_STATE_CODE,CATEGORY,SUBCATEGORY,PATHWAY_ID,PATHWAY,ID,COUNTRY_OF_ORIGIN_ID,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE_ID,PROPAGATIVE_MATERIAL_TYPE,PRODUCER_ID,PRODUCER_NAME,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,SUBMITTED_DATETIME,REMARKS,CONFIDENCE_LEVEL,RISK_RATING,DETECTION_LEVEL,REQUIRED_NUMBER_OF_BOXES,PULL_NUMBERS,IS_CERTIFIED_OFFSHORE_GREENHOUSE,IS_ACTIVE,CREATED_BY_USER_ID,CREATED_BY_USER_FIRST_NAME,CREATED_BY_USER_MIDDLE_NAME,CREATED_BY_USER_LAST_NAME,CREATED_DATETIME,MODIFIED_BY_USER_ID,MODIFIED_BY_USER_FIRST_NAME,MODIFIED_BY_USER_MIDDLE_NAME,MODIFIED_BY_USER_LAST_NAME,MODIFIED_DATETIME,remarks2,pack_plant
24,24,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,INNOVA PLANT,10,20388,,,,,,27,,,,,,,,,,,,,,,
24,24,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Cutting,,"PACHARA ORCHIDS INTERTRADE CO.,",1,2340,,,,,,26,,,,,,,,,,,,,,,
24,24,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,NATTA 1565 LIMITED PARTNERSHIP,0,34,,,,,,20,,,,,,,,,,,,,,,
24,24,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,"Korea, South",,Unrooted Cutting,,Same as Shipper,4,4310,,,,,,7,,,,,,,,,,,,,,,
24,24,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,Vita Farms Box 801-885,12,17471,,,,,,17,,,,,,,,,,,,,,,
24,24,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Unrooted Cutting,,TUCAN EXPORTERS,1,6881,,,,,,19,,,,,,,,,,,,,,,
24,24,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,Vita Farms,3,9594,,,,,,9,,,,,,,,,,,,,,,
24,24,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,POLDER CO LTD,3,2392,,,,,,1,,,,,,,,,,,,,,,
24,24,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,UBONRAT NURSERY LTD,2,43369,,,,,,9,,,,,,,,,,,,,,,
24,24,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,LA FLORESTA ORNAMENTALES SA,0,67,,,,,,1,,,,,,,,,,,,,,,
24,24,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,ZACATE ORNAMENTAL Y DECORATIVO,1,13018,,,,,,17,,,,,,,,,,,,,,,
24,24,,Linden PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,China,,Rooted Plant (including grafted),,INNOVA PLANT DE COSTA RICA SA,0,16366,,,,,,11,,,,,,,,,,,,,,,
24,24,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,QUELETZU S A BOX 1-32,268,175750,,,,,,28,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,Agropecuaria Marso,4,4404,,,,,,1,,,,,,,,,,,,,,,
25,25,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,Same as Shipper,14,5048,,,,,,5,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,Not Selected,130,65803,,,,,,11,,,,,,,,,,,,,,,
25,25,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Rooted Plant (including grafted),,Not Selected,1,256,,,,,,1,,,,,,,,,,,,,,,
25,25,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,ANTHO ORNAMENTALES SA box 1-10,5,8691,,,,,,3,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,1,3592,,,,,,27,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Unrooted Cutting,,Costa Farms LLC,0,288,,,,,,5,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Singapore,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,10,77863,,,,,,14,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Vita Farms 201,0,8786,,,,,,10,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,LAS LIMAS,4,2859,,,,,,22,,,,,,,,,,,,,,,
25,25,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,SAPO VERDE 1201,98,115753,,,,,,22,,,,,,,,,,,,,,,
25,25,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,IVAGRO SA,10,74202,,,,,,5,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Portugal,,Unrooted Cutting,,MUKOYAMA ORCHIDS CO LTD,0,8378,,,,,,18,,,,,,,,,,,,,,,
25,25,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,GUATEXOTIC,6,13758,,,,,,24,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,VIVERO LAS GARDENIAS,3,2203,,,,,,13,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Plant,,ZHANJIANG YONGXING IMPORT & EXPORT,2,16848,,,,,,9,,,,,,,,,,,,,,,
25,25,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,ANTHO ORNAMENTALES Box 01- 08,71,56,,,,,,27,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,BOCELS BROMELAIDS,16,46251,,,,,,26,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Ethiopia,,Unrooted Plant,,DGJ CAPCO DE COSTA RICA,623,34297,,,,,,19,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Zimbabwe,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,197,488,,,,,,5,,,,,,,,,,,,,,,
25,25,,Houston PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,TICOPLANT,4,5082,,,,,,27,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Tanzania,,Unrooted Cutting,,SAPO VERDE box 8001,319,47256,,,,,,4,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,CV. Nisa Garden,3,9268,,,,,,6,,,,,,,,,,,,,,,
25,25,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,PREMIUM ORNAMENTALES,2746,3534,,,,,,12,,,,,,,,,,,,,,,
26,26,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,SHENZHEN ZHIZE WEISI SUPPLY CHAIN,91,212492,,,,,,28,,,,,,,,,,,,,,,
26,26,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Peru,,Unrooted Cutting,,LA FLOR EXOTICA DEL CARIBE BULLIS,2,18861,,,,,,14,,,,,,,,,,,,,,,
26,26,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,Same as Shipper,1,6862,,,,,,20,,,,,,,,,,,,,,,
26,26,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,Mr. Wirote Makmoon,15,55824,,,,,,19,,,,,,,,,,,,,,,
26,26,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,"Follaje De Montana, S.A.",87,170209,,,,,,28,,,,,,,,,,,,,,,
27,27,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Zimbabwe,,Unrooted Cutting,,Mr. Nattapong Monghpech,5,6111,,,,,,27,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,United Kingdom of Great Britain and N. Ireland,,Unrooted Cutting,,INDUSTRIA AGRICOLAS CENTRO AMERICAN,9,16,,,,,,13,,,,,,,,,,,,,,,
27,27,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Unrooted Cutting,,BEAUTY LINE GUATEMALA,1,2882,,,,,,12,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Brazil,,Rooted Plant (including grafted),,EXPORTADORA FARM2 ,0,34054,,,,,,28,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,VIVERO LAS GARDERIAS,26,6222,,,,,,28,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,VITA  FARMS Box 1901,0,6057,,,,,,17,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,"VIVERO INTERNATIONAL ,S.A.DE C.V",14,34295,,,,,,5,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,SAPO VERDE 1201,1,7051,,,,,,3,,,,,,,,,,,,,,,
27,27,,Linden PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,China,,Unrooted Cutting,,Ornamentales Sapo Verde 3001,0,6820,,,,,,18,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Viet Nam,,Unrooted Plant,,PT ALCHEMIE BERKA,46,739,,,,,,10,,,,,,,,,,,,,,,
27,27,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,QUELETZU S.A.,50,4,,,,,,7,,,,,,,,,,,,,,,
27,27,,Houston PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Spain,,Unrooted Cutting,,LOS PINOS POPTUN,9,3085,,,,,,6,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Riampreeda Garden,81975,6805,,,,,,21,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,XL-BLOOM YOUNGPLANTS,18,40420,,,,,,22,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,RED FOX ETHIOPIA PLC,69,218098,,,,,,26,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Unrooted Cutting,,VITA FARMS BOX 801-873,1,21,,,,,,20,,,,,,,,,,,,,,,
27,27,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Cutting (including air layer),,CV GREEN TROPICAL,16,20908,,,,,,3,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,Vita Farms 701,35,30,,,,,,7,,,,,,,,,,,,,,,
27,27,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,La Laguna Chichoj,142,1503,,,,,,2,,,,,,,,,,,,,,,
27,27,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,"Korea, South",,Rooted Plant (including grafted),,INVERSIONES AGROCOMERCIALES (IVAGRO),51,12450,,,,,,19,,,,,,,,,,,,,,,
27,27,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,"ZHANJIANG YUANLIN TRADING CO., LTD",1,1615,,,,,,26,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Canada,,Unrooted Cutting,,AGROPECUARIA PENIEL (GUATEXOTIC),34,41382,,,,,,18,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Cutting (including air layer),,LUCHA ORNAMENTAL S.A.102-102,13,2676,,,,,,15,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Israel,,Rooted Plant (including grafted),,Anita Salazar Avila,15,812,,,,,,5,,,,,,,,,,,,,,,
28,28,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,MONRA S.A.,1,1535,,,,,,21,,,,,,,,,,,,,,,
28,28,,Atlanta PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,IZUCAR HORTICULTURAL /YECAFLORA,0,143,,,,,,11,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,Not Selected,135,14469,,,,,,19,,,,,,,,,,,,,,,
28,28,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Cutting (including air layer),,RED FOX LAS MERCEDES,99,291392,,,,,,10,,,,,,,,,,,,,,,
28,28,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Brazil,,Rooted Plant (including grafted),,DARWIN COLOMBIA,2,110,,,,,,26,,,,,,,,,,,,,,,
28,28,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,VIVERO INTERNACIONAL S.A. DE C.V.,1,301425,,,,,,18,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Land Border - Truck - Cargo - PIS,,,Honduras,,Unrooted Plant,,"KAPOK PLANTAS, S.A.",10,59636,,,,,,23,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,El Salvador,,Unrooted Cutting,,QUELETZU S.A.,3,1882,,,,,,14,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Rooted Plant (including grafted),,DARWIN COLOMBIA SAS,2,107,,,,,,10,,,,,,,,,,,,,,,
28,28,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Unrooted Cutting,,LUCHA ORNAMENTAL S.A.102-102,0,10,,,,,,6,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,FERTIPLANT BV.,0,1166,,,,,,14,,,,,,,,,,,,,,,
28,28,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,JARDINES TERRAGARDEN,8,4683,,,,,,24,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Turkey,,Unrooted Cutting,,AGRO KOMPASS S  A BOX 1-81,3,3045,,,,,,7,,,,,,,,,,,,,,,
28,28,,San Diego PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Mexico,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,ZACATE ORNAMENTAL Y DECORATIVO,18,19,,,,,,20,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Uganda,,Rooted Plant (including grafted),,VITA FARMS BOXES1101-1102,68,70090,,,,,,9,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,RAYA CHOM ROYAL CO LTD,55,311900,,,,,,20,,,,,,,,,,,,,,,
28,28,,Los Angeles PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Israel,,Rooted Plant (including grafted),,TROPI PLANTAS S. A.,20,62746,,,,,,28,,,,,,,,,,,,,,,
28,28,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Colombia,,Unrooted Cutting,,Not Selected,14,20210,,,,,,14,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Randolph Cathers,0,5363,,,,,,22,,,,,,,,,,,,,,,
28,28,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Colombia,,Rooted Plant (including grafted),,LOS TARRALES S.A.,21,10730,,,,,,9,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,INNOVAPLANT DE COSTA RICA,0,15,,,,,,7,,,,,,,,,,,,,,,
29,29,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Ethiopia,,Rooted Plant (including grafted),,PRIMLARP CHUKIATMAN,1,11,,,,,,17,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,New Zealand,,Rooted Plant (including grafted),,PLANTAS DEL TAMBO,16,3973,,,,,,12,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Mexico,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,Not Selected,34,26336,,,,,,27,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,IVAGRO SA,8,35076,,,,,,9,,,,,,,,,,,,,,,
29,29,,San Francisco PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,Vita Fams Box 1801,12,34094,,,,,,4,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,FLORAPLANT S.A. DE C.V.,0,1003,,,,,,28,,,,,,,,,,,,,,,
29,29,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,Rooted Cutting (including air layer),,JARDINES TERRAGARDEN,9,204013,,,,,,1,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,QUANZHOU LIUSENG BIOTECHNOLOGY C,2167,342202,,,,,,20,,,,,,,,,,,,,,,
29,29,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,PLANTEXPO,16,27268,,,,,,23,,,,,,,,,,,,,,,
29,29,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Rooted Plant (including grafted),,TROPICA DEL ATLANTICO,2,1565,,,,,,9,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Unrooted Cutting,,BEAUTY LINE GUATEMALA,66,68146,,,,,,7,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Philippines,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,0,1770,,,,,,17,,,,,,,,,,,,,,,
29,29,,San Francisco PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,INNOVA PLANT DE COSTA RICA SA,0,80,,,,,,14,,,,,,,,,,,,,,,
29,29,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,China,,Rooted Plant (including grafted),,Same as Shipper,28,7982,,,,,,8,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Budwood/Graftwood (scion),,ARCO IRIS DEL CARIBE box 4,1,0,,,,,,20,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Dominican Republic,,Unrooted Cutting,,SUNSHINE HORTICULTURE CO. LTD,1,9084,,,,,,13,,,,,,,,,,,,,,,
30,30,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Taiwan,,"Root cutting, crown, or clump, Tuberous Root",,"TRIPLE Q INTERNATIONAL CO., LTD",10,6827,,,,,,25,,,,,,,,,,,,,,,
30,30,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,India,,Rooted Plant (including grafted),,BEST AQUARIUM THAILAND,8,6457,,,,,,2,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Guatemala,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,GUATEXOTIC,1,4562,,,,,,4,,,,,,,,,,,,,,,
30,30,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Nicaragua,,Unrooted Cutting,,PRIMEROS EN FOLLAJE SA 101-238,9,42416,,,,,,21,,,,,,,,,,,,,,,
30,30,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,POPOW ORCHIDS,30,624609,,,,,,2,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,Ornamentales Sapo Verde Box 701-703,23,14862,,,,,,27,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,1,6468,,,,,,16,,,,,,,,,,,,,,,
30,30,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Netherlands,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,ROGELIO BERMUDEZ CAMPOS,5,16160,,,,,,28,,,,,,,,,,,,,,,
30,30,,Seattle PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,GUATEXOTIC,5,5170,,,,,,9,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,BC BROMELIAS DE COLOMBI SAS SA,3,15409,,,,,,6,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Dominican Republic,,Unrooted Cutting,,Costa Farms LLC,10,13139,,,,,,3,,,,,,,,,,,,,,,
30,30,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Philippines,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,"Ornamentales del Rio Molino, S.A.",0,76400,,,,,,12,,,,,,,,,,,,,,,
30,30,,Carolina PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Thailand,,Unrooted Plant,,INNOVAPLANT DE COSTA RICA,13,30305,,,,,,26,,,,,,,,,,,,,,,
30,30,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Israel,,Unrooted Cutting,,INNOVA PLANT DE COSTA RICA SA,23,6251,,,,,,5,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Rooted Plant (including grafted),,BERKAH MELANO INDONESIA,1,2,,,,,,13,,,,,,,,,,,,,,,
30,30,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Rooted Plant (including grafted),,FOLLAJES INTERNACIONALES SA 1-6,8,6186,,,,,,20,,,,,,,,,,,,,,,
31,31,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Guatemala,,Rooted Plant (including grafted),,PLANT SOURCE INTERNATIONAL,6,18123,,,,,,28,,,,,,,,,,,,,,,
31,31,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,United Kingdom of Great Britain and N. Ireland,,Unrooted Cutting,,APO VERDE ,33,36249,,,,,,4,,,,,,,,,,,,,,,
31,31,,Atlanta PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Indonesia,,Unrooted Cutting,,Nova Cane Costa Rica S.A.,37,19821,,,,,,22,,,,,,,,,,,,,,,
32,32,,Miami PIS,,,,,Maritime Port - Vessel - Cargo - PIS,,,Ethiopia,,Rooted Plant (including grafted),,ORCHISTRA JOINT STOCK COMPANY,2,122,,,,,,3,,,,,,,,,,,,,,,
32,32,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Uganda,,Rooted Plant (including grafted),,TURRIPLANTAS SA,0,3,,,,,,3,,,,,,,,,,,,,,,
32,32,,Los Angeles PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Cutting,,SUNSHINE HORTICULTURE CO LT,2,1744,,,,,,8,,,,,,,,,,,,,,,
32,32,,Atlanta PIS,,,,,Airport - Aircraft - Express Carrier - PIS,,,Nicaragua,,Unrooted Cutting,,INNOVAPLANT DE COSTA RICA,13,6863,,,,,,15,,,,,,,,,,,,,,,
32,32,,JFK PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),,LAS LIMAS S A,1,1586,,,,,,22,,,,,,,,,,,,,,,
32,32,,Linden PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Costa Rica,,Unrooted Plant,,INDUSTRIAS AGRICOLAS CENTRO AMERICANAS,0,1805,,,,,,17,,,,,,,,,,,,,,,
32,32,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Singapore,,Rooted Plant (including grafted),,PLANTEXPO,4,75855,,,,,,5,,,,,,,,,,,,,,,
32,32,,Miami PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Kenya,,Rooted Plant (including grafted),,ORNAMENTALES SAPO VERDE Box 6401,41544,40742,,,,,,2,,,,,,,,,,,,,,,
32,32,,San Diego PIS,,,,,Airport - Aircraft - Cargo - PIS,,,Thailand,,Rooted Plant (including grafted),,ROYALLEAF CIA LTDA,8932,8475,,,,,,4,,,,,,,,,,,,,,,
