INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-8752,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),683,16215,Silver Terrace Nursery
INS-3250,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),272,19882,Plant Marketing LLC
INS-6127,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),594,19154,Aris (formerly Yoder Brothers)
INS-8000,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),443,20132,Sawyer Nursery
INS-4661,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),506,17214,"Young's Plant Farm, Inc."
INS-2131,Atlanta PIS,Sea,Netherlands,Budwood/Graftwood (scion),415,22333,Hines Horticulture
INS-1013,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",156,19432,The Sun Valley Group
INS-7207,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),1117,19506,Dallas Johnson Greenhouses
INS-2131,Los Angeles PIS,Train,Netherlands,"Root cutting, crown, or clump, Tuberous Root",0,18880,Petitti Garden Center (Casa Verde)
INS-4813,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),369,20039,Floral Plant Growers LLC
INS-3737,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),588,17618,"Young's Plant Farm, Inc."
INS-6210,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",373,19539,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-4661,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),605,19336,N.G. Heimos Greenhouses
INS-8662,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),684,15659,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-3737,Miami PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",221,17240,"Matsui Nursery, Inc."
INS-9978,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),774,15859,Kawahara Nurseries
INS-4788,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",382,17213,Rocket Farms
INS-1004,Los Angeles PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",163,20464,Heartland Growers
INS-3762,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",342,18737,Milgro Nursery Inc.
INS-4982,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),513,18587,Heartland Growers
INS-6252,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",124,19017,Rockwell Farms Inc.
INS-4729,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),282,16743,Plant Marketing LLC
INS-7323,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1041,18425,Blue Ridge Growers
INS-1004,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",352,18676,Milgro Nursery Inc.
INS-5542,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),702,17691,Plant Marketing LLC
INS-6172,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",282,16452,"Young's Plant Farm, Inc."
INS-6624,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",658,35301,Tagawa Greenhouses
INS-9978,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",824,32284,Four Star Greenhouses
INS-3449,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",582,35429,Dewar Nurseries
INS-7522,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),601,37348,"Stacy's Greenhouses, Inc."
INS-1202,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",586,40638,Aris (formerly Yoder Brothers)
INS-3858,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",754,38386,Floral Plant Growers LLC
INS-3277,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),511,38891,Elzinga & Hoeksema Greenhouses
INS-1013,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",717,39204,Four Star Greenhouses
INS-5147,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),698,40730,Paul Ecke Ranch
INS-7047,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",790,41395,Metrolina Greenhouses
INS-1004,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",738,40424,Garden State Growers
INS-3858,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",496,35933,Silver Terrace Nursery
INS-5208,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),581,35742,Petitti Garden Center (Casa Verde)
INS-7507,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),504,34306,Floral Plant Growers LLC
INS-4428,Miami PIS,Truck,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",611,37926,Kerry's Bromeliads
INS-1884,Los Angeles PIS,Sea,Japan,Budwood/Graftwood (scion),545,42284,Blue Ridge Growers
INS-3277,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",999,39451,Garden State Growers
INS-7530,Miami PIS,Air,Japan,Budwood/Graftwood (scion),869,35090,Aldershot of New Mexico Inc.
INS-1815,Atlanta PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",351,40790,N.G. Heimos Greenhouses
INS-6733,Los Angeles PIS,Air,Japan,Budwood/Graftwood (scion),283,36397,Ocean Breeze International
INS-6141,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),581,35672,Van Wingerden International Inc.
INS-7981,Los Angeles PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),674,44193,Clearwater Nursery
INS-3686,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),601,39513,Delray Plants Inc.
INS-4685,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",683,37042,Delray Plants Inc.
INS-5167,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",923,37426,Dallas Johnson Greenhouses
INS-4734,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",634,36773,'Nash Greenhouses
INS-4862,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),763,38366,'Nash Greenhouses
INS-4873,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),395,32665,Kurt Weiss Greenhouses
INS-4039,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",708,38339,'Riverview Flower Farm
INS-5801,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),586,37010,Nurserymen's Exchange
INS-4962,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),908,34778,'Riverview Flower Farm
INS-4392,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",449,36797,Delray Plants Inc.
INS-3695,Los Angeles PIS,Train,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",560,38516,Metrolina Greenhouses
INS-5372,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",702,37810,Mid-American Growers
INS-4310,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",475,34810,Garden State Growers
INS-5542,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",972,42550,"Young's Plant Farm, Inc."
INS-4622,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),624,34726,'Nash Greenhouses
INS-4976,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",730,39436,Myriad Flowers International
INS-2266,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),791,35719,Hermann Engelmann Greenhouses
INS-5021,Miami PIS,Air,New Zeland,Budwood/Graftwood (scion),234,36631,Grower Direct Farms
INS-1821,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",814,39134,Altman Plants
INS-4741,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),402,34594,N.G. Heimos Greenhouses
INS-1183,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),653,36959,Myriad Flowers International
INS-8256,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),658,44584,Silver Terrace Nursery
INS-3620,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",751,39586,Kurt Weiss Greenhouses
INS-1004,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),627,36786,Green Circle Growers
INS-7035,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),762,38626,Clearwater Nursery
INS-5881,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),713,39096,Silver Terrace Nursery
INS-3199,Los Angeles PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",793,37469,Maria Gardens Greenhouses Inc.
INS-9468,Los Angeles PIS,Sea,Japan,Budwood/Graftwood (scion),488,41119,Dallas Johnson Greenhouses
INS-9518,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),855,40332,DeLeon's Bromeliads
INS-8079,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),954,72634,GroLink Plant Co.
INS-2348,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),946,61731,Green Circle Growers
INS-2463,Los Angeles PIS,Air,India,Budwood/Graftwood (scion),881,58271,Lucas Greenhouses
INS-6677,Los Angeles PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",820,65155,Harts Nursery
INS-7772,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",987,71498,Delray Plants Inc.
INS-6833,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),936,74229,Battlefield Farms
INS-7018,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",842,64019,Gallup & Stribling Orchids Inc.
INS-5147,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",614,55411,Kube-Pak
INS-3210,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",816,69297,Floral Plant Growers LLC
INS-7245,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",811,73945,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-9698,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),817,65539,O.F. Nelson & Sons Nursery Inc.
INS-4618,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",736,69314,Floral Plant Growers LLC
INS-1709,Miami PIS,Air,Japan,Budwood/Graftwood (scion),741,55353,Elzinga & Hoeksema Greenhouses
INS-5224,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),814,69215,Mid-American Growers
INS-3210,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),830,67773,Heartland Growers
INS-2243,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1041,65222,Dewar Nurseries
INS-3075,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",730,58057,GroLink Plant Co.
INS-7507,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),800,67055,Hermann Engelmann Greenhouses
INS-7575,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",878,58965,Cuthbert Greenhouse
INS-5298,Miami PIS,Air,India,Budwood/Graftwood (scion),786,60163,"Stacy's Greenhouses, Inc."
INS-4456,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),791,60409,El Modeno Gardens Inc.
INS-7693,Miami PIS,Train,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",834,70900,Timberline Nursery Inc.
INS-3692,Los Angeles PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",865,66099,Ocean Breeze International
INS-6713,Los Angeles PIS,Train,Japan,Budwood/Graftwood (scion),1064,63889,Garden State Growers
INS-8047,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),654,58342,Grower Direct Farms
INS-9171,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),759,63276,Lucas Greenhouses
INS-8047,Los Angeles PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",748,63064,Hiebert Greenhouse of South Dakota
INS-9208,Los Angeles PIS,Air,Japan,Budwood/Graftwood (scion),893,62954,Northwest Horticulture
INS-4117,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",747,74789,Dramm & Echter Inc.
INS-6098,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",779,72688,Green Circle Growers
INS-7269,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",773,60503,Hines Horticulture
INS-5891,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",657,69164,Dallas Johnson Greenhouses
INS-3945,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",881,61022,Mid-American Growers
INS-4392,Los Angeles PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",717,65930,Metrolina Greenhouses
INS-5904,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",953,65216,Burgett Geothermal Greenhouses
INS-7693,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),663,55869,Delray Plants Inc.
INS-5937,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",834,62002,El Modeno Gardens Inc.
INS-4772,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),882,68510,Elzinga & Hoeksema Greenhouses
INS-4612,Atlanta PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",578,13238,Johannes Flowers Inc.
INS-8841,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",562,16902,Paul Ecke Ranch
INS-9978,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),941,10292,Polk Nursery Company Inc.
INS-1220,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),645,14582,Maria Gardens Greenhouses Inc.
INS-7145,Los Angeles PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),288,14247,"Stacy's Greenhouses, Inc."
INS-1881,Los Angeles PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",827,11506,Twixwood Nursery LLC
INS-8681,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),884,15033,Smith Gardens
INS-4252,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",1212,16399,Myriad Flowers International
INS-3586,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),694,18161,Hiebert Greenhouse of South Dakota
INS-3947,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),421,13095,Milgro Nursery Inc.
INS-4012,Los Angeles PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),511,11314,Kent's Bromeliads Nursery Inc.
INS-1004,Miami PIS,Air,India,Budwood/Graftwood (scion),321,15634,Floral Plant Growers LLC
INS-3162,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",258,16462,Delray Plants Inc.
INS-1004,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",475,12040,Johannes Flowers Inc.
INS-1004,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",467,16818,Milgro Nursery Inc.
INS-4280,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",0,16853,Pacifica Flowers
INS-1520,Atlanta PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",600,11243,Kawahara Nurseries
INS-4681,Los Angeles PIS,Air,Japan,Budwood/Graftwood (scion),721,15093,Tagawa Greenhouses
INS-2562,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),193,13480,"Young's Plant Farm, Inc."
INS-1585,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),570,16182,Kurt Weiss Greenhouses
INS-4618,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),450,13208,"Olive Hill Greenhouses, Inc."
INS-4819,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",269,13822,N.G. Heimos Greenhouses
INS-5891,Atlanta PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",589,14941,Ocean Breeze International
INS-6666,Miami PIS,Air,Japan,Budwood/Graftwood (scion),364,15762,Kent's Bromeliads Nursery Inc.
INS-4280,Los Angeles PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",505,10384,Gallup & Stribling Orchids Inc.
INS-9978,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),123,15489,Maria Gardens Greenhouses Inc.
INS-7331,Los Angeles PIS,Sea,Japan,Budwood/Graftwood (scion),329,13962,Kerry's Bromeliads
INS-7435,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",280,15994,Green Circle Growers
INS-5628,Miami PIS,Train,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",223,12332,"Matsui Nursery, Inc."
INS-4891,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),142,15731,Hines Horticulture
INS-2403,Atlanta PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",651,13327,Gallup & Stribling Orchids Inc.
INS-1816,Los Angeles PIS,Air,Japan,Budwood/Graftwood (scion),301,14347,Burgett Geothermal Greenhouses
INS-1004,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,14229,Kube-Pak
INS-6210,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",547,12079,Smith Gardens
INS-2171,Atlanta PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",641,14731,Post Gardens Inc.
INS-5881,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),913,13570,DeLeon's Bromeliads
INS-3102,Miami PIS,Train,Netherlands,"Root cutting, crown, or clump, Tuberous Root",246,13806,Nurserymen's Exchange
INS-6577,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",669,14606,Plant Marketing LLC
INS-5021,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",310,13746,"Young's Plant Farm, Inc."
INS-4741,Los Angeles PIS,Air,India,Budwood/Graftwood (scion),423,15101,Hermann Engelmann Greenhouses
INS-6677,Los Angeles PIS,Train,India,Budwood/Graftwood (scion),637,18455,N.G. Heimos Greenhouses
INS-4015,Atlanta PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),278,16609,Cuthbert Greenhouse
INS-2934,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",637,12969,"B&H Flowers, Inc."
INS-1211,Miami PIS,Train,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",382,14158,GroLink Plant Co.
INS-4689,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",296,14408,Dewar Nurseries
INS-6713,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",651,19201,Milgro Nursery Inc.
INS-6361,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",0,16583,Operation
INS-4739,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),350,16895,Pacifica Flowers
INS-9538,Los Angeles PIS,Train,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,10905,"Olive Hill Greenhouses, Inc."
INS-6822,Miami PIS,Air,Japan,Budwood/Graftwood (scion),210,1165,Burgett Geothermal Greenhouses
INS-9978,Los Angeles PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",126,2395,"Young's Plant Farm, Inc."
INS-8047,Los Angeles PIS,Train,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),207,3471,"Young's Plant Farm, Inc."
INS-7047,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",539,3152,"Young's Plant Farm, Inc."
INS-9821,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),59,1146,Ocean Breeze International
INS-4479,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),71,1079,Kent's Bromeliads Nursery Inc.
INS-4512,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),197,1312,"Costa Farms, LLC"
INS-4734,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",85,0,Bay City Flowers
INS-3831,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",299,3078,Harts Nursery
INS-5021,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",127,2415,Polk Nursery Company Inc.
INS-6713,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,1888,Floral Plant Growers LLC
INS-8550,Los Angeles PIS,Train,India,"Root cutting, crown, or clump, Tuberous Root",191,3716,Wenke Greenhouses
INS-5333,Miami PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",286,1138,Van de Wetering Greenhouses Inc.
INS-8409,Los Angeles PIS,Train,India,"Root cutting, crown, or clump, Tuberous Root",365,1055,Petitti Garden Center (Casa Verde)
INS-9111,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",453,2299,Maria Gardens Greenhouses Inc.
INS-9582,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",0,0,Floral Plant Growers LLC
INS-6700,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",121,2400,Operation
INS-1404,Los Angeles PIS,Train,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),598,3574,Bell Nursery
INS-2894,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),37,2346,"Farmers' West Flowers & Bouquets, Inc."
INS-5790,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),281,1271,Kitayama Brothers
INS-2377,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,3404,"Stacy's Greenhouses, Inc."
INS-6977,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),102,570,Pacifica Flowers
INS-9978,Miami PIS,Train,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",233,278,Hermann Engelmann Greenhouses
INS-7989,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),215,1399,Timberline Nursery Inc.
INS-5891,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),121,0,Dewar Nurseries
INS-6510,Miami PIS,Air,Japan,Budwood/Graftwood (scion),0,0,Kawahara Nurseries
INS-1004,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",91,3358,Plant Marketing LLC
INS-4097,Miami PIS,Train,Netherlands,"Root cutting, crown, or clump, Tuberous Root",350,2893,Elzinga & Hoeksema Greenhouses
INS-4035,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",51,546,Floral Plant Growers LLC
INS-8752,Los Angeles PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),384,1533,California Pajarosa
INS-9978,Miami PIS,Train,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",56,1190,Polk Nursery Company Inc.
INS-9821,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,2409,Milgro Nursery Inc.
INS-4659,Los Angeles PIS,Air,Netherlands,Budwood/Graftwood (scion),499,1957,Clearwater Nursery
INS-6846,Los Angeles PIS,Sea,Japan,Budwood/Graftwood (scion),125,0,Harts Nursery
INS-1004,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",303,3346,Van Wingerden International Inc.
INS-2790,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",111,1318,Hiebert Greenhouse of South Dakota
INS-9978,Los Angeles PIS,Train,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),316,1269,Valley Flowers
INS-1004,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",418,4636,Dan & Jerry's Greenhouse
INS-7145,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),225,473,Ocean Breeze International
INS-7073,Los Angeles PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",478,1758,Silver Terrace Nursery
INS-3692,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,1281,Harts Nursery
INS-3968,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),421,2920,Gallup & Stribling Orchids Inc.
INS-5200,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),596,4869,Myriad Flowers International
INS-2329,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),3,1336,Alex R. Masson
INS-6210,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,1201,Blue Ridge Growers
INS-1876,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),484,3098,Bay City Flowers
INS-9978,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",657,2917,Kurt Weiss Greenhouses
INS-5273,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),28,9,Maria Gardens Greenhouses Inc.
INS-6822,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),0,0,Delray Plants Inc.
INS-6917,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",334,2828,Milgro Nursery Inc.
INS-7989,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",23,0,Green Circle Growers
INS-1234,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),466,94,Kent's Bromeliads Nursery Inc.
INS-8197,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),0,0,"Bergen's Greenhouses, Inc."
INS-4371,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",200,2185,Green Circle Growers
